text,date,from,photo,file_name
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_834@05-07-2024_12-25-07.jpg,
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_835@05-07-2024_12-25-07.jpg,
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_836@05-07-2024_12-25-07.jpg,
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_837@05-07-2024_12-25-07.jpg,
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_838@05-07-2024_12-25-07.jpg,
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_839@05-07-2024_12-25-07.jpg,
,2024-07-05T12:25:07,Рекламы хуйни для нейронки,photos/photo_840@05-07-2024_12-25-07.jpg,
"В России из-за дефицита айтишников запустили бесплатную программу по обучению IT-специалистов. Теперь любой желающий может попробовать себя в IT с полного нуля и начать обучение бесплатно!

Узнайте про дальнейшее трудоустройство в ведущие IT-компании для восполнения кадрового дефицита.

Для этого нужно:

- Перейти по ссылке 
- Заполнить анкету и ответить на вопросы (занимает менее 3 минут)
- На основании ваших ответов вы сразу узнаете, подходит ли вам сфера IT и сможете ли вы в ней работать

 #партнерский_пост",2024-07-05T12:26:38,Рекламы хуйни для нейронки,photos/photo_841@05-07-2024_12-26-38.jpg,
"🏎 Гонки со спецэффектами в духе блокбастеров ВТБ //

Всё по-настоящему: банк повысил ставку по ВТБ-Вкладу до 18,5%, за которыми каждому захочется рвануть. Такие условия действуют для новых вкладчиков, для тех, кто получает зарплату или пенсию на карты ВТБ, а также клиентов банка, которые вносят «новые деньги» (средства, которые не были размещены на счетах и вкладах ВТБ в течение последних 3 месяцев).

Когда вклад будет открыт, сможете:

– Выбрать срок в пределах от 3 месяцев до 3 лет.
– Отрегулировать опции пополнения и снятия.
– Установить способ получения процентов (на счет или на вклад).
– Настроить периодичность выплат: каждый месяц либо в конце срока.

Подробности можно посмотреть на сайте ВТБ.

#партнерский_пост",2024-07-05T12:27:11,Рекламы хуйни для нейронки,,VTB_Kamaz_vertical_v02_compressed.mp4
"🤔 Что-то интересное Сбер готовит... //

Судя по всему, Сбер планирует скоро показать новое устройство, поэтому нагоняет интригу загадочным роликом и ребусом на своём сайте.

Что это будет, пока не понятно, разве только можно предположить, что в этом гаджете будут голосовые ассистенты Салют. А какие у вас предположения?

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,,IMG_9803.MP4
"Вы заметили, как большая часть корпоративной жизни перетекла в онлайн? 

Если без оценочных суждений, то иногда действительно удобнее встречаться через монитор с руководством на квартальных совещаниях, организовывать HR-мероприятия, проводить презентацию продукта или даже организовывать конференцию. Одна проблема – не всегда встретишь для этого подходящую платформу с понятным интерфейсом и быстрым подключением большого количества участников.

Хорошая новость: в SberJazz расширилась функциональность и появилась возможность проводить вебинары. Теперь на этой платформе можно организовывать онлайн-мероприятия на большую аудиторию с разделенными виртуальными пространствами для спикеров и зрителей.

Возможности корпоративной версии сервиса также останутся доступными. Особенно зацепили автоматическая текстовая расшифровка диалогов, и демонстрация экрана одновременно сразу несколькими спикерами. А чат с реакциями даст возможность собрать мгновенную обратную связь.

Подробности по ссылке

Реклама. #партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_842@05-07-2024_12-28-38.jpg,
"👍 Отраслевые инструменты. Бесплатно //

Оптимизировать бизнес и сделать его эффективным на самом деле не сложно, не долго и не дорого, если использовать отраслевые решения СберБизнеса.

Сбер проанализировал несколько отраслей и подготовил для каждой удобные и действительно работающие инструменты. Они будут актуальны:

– Владельцам коммерческой арендной недвижимости. 
– УК, ТСН и жителям домов.
– Предприятиям розничной торговли.
– Владельцем бизнеса по грузоперевозкам и водителям.
– Оптовым предпринимателям.
– Владельцам салонов красоты и другим представителям beauty-индустрии.
– Руководителям ресторанного бизнеса.

Стоимость использования такого решения — 0 ₽, а подключение – за пару минут. Подробности по ссылке.

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_843@05-07-2024_12-28-38.jpg,
"☀️ Скоро лето — пора отпусков //

Если вы не выбрали куда полетите отдыхать, то вам поможет Артур Кругосветов в исполнении блистательного Антона Лапенко. 

Только вам самим сначала нужно угадать куда отправился Кругосветов — в мини-сериале в сторис мобильного приложения Тинькофф.

А если не угадали, не переживайте! Там же в приложении можно купить авиабилеты куда угодно, да ещё и получить рублевый кэшбек до 7%. 

Пора планировать путешествие!

#партнерский_пост

Реклама. АО ""Тинькофф Банк"", ИНН 7710140679, лицензия ЦБ РФ № 2673",2024-07-05T12:28:38,Рекламы хуйни для нейронки,,IMG_2022.MP4
"💸 Готовые решения в инвестициях — от 100 рублей //

Если вам нужна квартира, то вы покупаете готовое решение, а не строите многоэтажку самостоятельно? Тогда почему бы не воспользоваться готовыми решениями и в инвестициях: они начинаются от 100 рублей, а «планировки» — на любой вкус!

Есть ПИФы с выплатой дохода, ИИС с налоговыми льготами и готовой стратегией, подборки облигаций, коммерческая недвижимость с порогом входа от ₽100 тысяч.

Выбрать готовое инвестиционное решение проще всего на сайте или в приложении СберБанк Онлайн: вкладка «Инвестиции» → подборка «С чего начать?».

Реклама. #партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_844@05-07-2024_12-28-38.jpg,
"💸 Например, в облигации //
 
Многие хранят деньги на вкладах или накопительных счетах — это хорошее решение, но можно пробовать инвестиции и в другие инструменты.
 
Например, в облигации, которые считаются относительно надёжными и безопасными. Покупая облигации, вы даёте в долг компании или государству, которые их выпускают.
 
У облигаций разный срок погашения, и до его конца вам будут регулярно платить проценты — купоны. При этом можно прогнозировать доход, так как размер купонов известен заранее. Начать можно хоть от ₽1000.
 
Купить облигации можно в СберБанк Онлайн, в разделе «Инвестиции». При инвестировании от ₽10 000 — бонус от Сбера. Узнать всё подробнее и начать зарабатывать можно здесь.
 
#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_845@05-07-2024_12-28-38.jpg,
"Яндекс Аренда найдет для вашей квартиры жильцов быстро и бесплатно 

Сервис помогает собственникам сдать свои квадратные метры по выгодной стоимости в короткие сроки.

Как это сделать?
Оставьте заявку за пару минут: мы оперативно свяжемся с вами, приедем и сами сделаем фото квартиры и 3D-тур, создадим и опубликуем объявление за вас. 

 - Кстати, при желании, саму квартиру можно сдать полностью онлайн – без осмотра.
- А после сдачи жилья вы можете спать спокойно — ваша квартира будет застрахована, и мы предоставим финансовую защиту на случай, если жильцы что-то сломают или резко съедут

Какие сроки? 
Обычно от заключения договора с сервисом до заезда жильцов проходит 10 дней. Но может уйти и намного меньше времени – буквально считанные часы.

Оставьте заявку по ссылке прямо сейчас: https://arenda.yandex.ru/s/DvKMQZ

Реклама. #партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_846@05-07-2024_12-28-38.jpg,
"Проведите целую «Неделю знаний со Сбером»
 
1 сентября - отличный повод продолжить обучение. Например, прокачать свои навыки в области финансов и предпринимательства, узнать больше про искусство или просто о том, как стать чуть счастливее.

С 28 августа по 2 сентября на сайте «Недели знаний со Сбером» будут доступны бесплатные лекции и мастер-классы от ведущих экспертов, а также скидки на книги, курсы и образовательные программы для подростков и взрослых.

Все спецпредложения и анонсы мероприятий «Недели знаний со Сбером» уже на сайте.

Узнавайте новое в удобном формате.

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_847@05-07-2024_12-28-38.jpg,
"Примите участие в онлайн-питч-сессии SberUnity перед топовыми инвесторами, которая пройдет 14 сентября!  
 
Чтобы принять участие в эфире, достаточно зарегистрироваться на SberUnity — платформе, которая объединяет стартапы, корпорации и инвесторов. Заполните короткую анкету, а после разместите заявку на сбор раунда в разделе «Инвестиции» до 10 сентября. На предыдущем питче было больше 30 инвесторов и фондов: от Voskhod VC до SK Capital. В этот раз планируется еще больше интересных гостей.  
 
Лучшие проекты смогут принять участие в прямом эфире канала «СберСтартап». Потенциальные инвесторы выслушают питч и дадут подробную обратную связь, а может быть, и предложат вложить средства в ваш проект. 
 
Пройдите регистрацию на SberUnity, которая займет не более 5 минут, чтобы выступить на питч-сессии и собрать раунд инвестиций!

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_848@05-07-2024_12-28-38.jpg,
"Вот уж не думали встретить СберКота в Зарядье! 💚

Самый известный финансовый гуру принёс очередную полезную новость. В Сбере повысили ставку по вкладу «Лучший %» до 14% годовых! Оформляется всего за несколько минут в мобильном приложении банка, а сроки начинаются от одного месяца.

Узнайте больше об условиях вклада.

 #партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,,Зарядье_вклад_видео.mp4
"📊 Обзор производительности YDB и CockroachDB //

Это распределённые опенсорс SQL базы данных. Разработчики YDB сравнили обе базы по бенчмарку TPC-C, который показывает сколько транзакций в минуту может обработать база данных. Спойлер: YDB обработал на 5,6% больше транзакций, чем CockroachDB. 

Полный обзор на Хабре.

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_849@05-07-2024_12-28-38.jpg,
"Хотите зарабатывать на ваших хобби?

Получать деньги за хобби можно став самозанятым. Сервис в СберБанк Онлайн позволяет не только легко и просто оформить статус самозанятого, но и вести все необходимые дела в одном приложении. Формируйте чеки и отправляйте их клиентам, оплачивайте налоги и смотрите статистику доходов — эти и другие услуги доступны за 0 ₽.

А за подключение к сервису до 30 ноября вы можете получить 1000 бонусов СберСпасибо в качестве приятного бонуса. Больше подробностей тут.

 #партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_850@05-07-2024_12-28-38.jpg,
"🔐 Двухфакторка — залог безопасности //

Никогда не бывает лишним напомнить о необходимости двухфакторной аутентификации, ведь 97% взломов приходятся на аккаунты без дополнительной защиты.

Киберпреступники зачастую без особых проблем подбирают несложные пароли при помощи специального ПО, а сложные крадут при помощи фишинга и вирусов.

Так вот, напоминаем, как это этого защититься: подключить двухфакторную аутентификацию. Если, например, пользуетесь сервисами VK и входите по VK ID, то сделать это можно в настройках личного кабинета.

После активации «двухфакторки» для входа нужно будет ввести пароль, а вторым фактором может выступать либо одноразовый код в SMS, либо сгенерированный код в специальном приложении.

Включить двойную защиту и узнать подробнее, как это работает в VK ID, можно по этой ссылке.

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_851@05-07-2024_12-28-38.jpg,
"Вокруг информационной безопасности сложилось не меньше стереотипов, чем мифов Древней Греции. Недостаток знаний и сомнительные источники вроде голливудских фильмов приводят к тому, что люди и целые компании недооценивают угрозу и становятся легкой добычей для киберпреступников.

МТС RED подготовил интересный проект, который показывает, как злоумышленники проводят кибератаки. На примере реальных историй вы узнаете, почему компании теряют миллионы долларов и как можно избежать ущерба.

Узнайте, насколько хорошо вы ориентируетесь в современных киберугрозах, от которых может зависеть бизнес.

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_852@05-07-2024_12-28-38.jpg,
"🦄 Не нужно ловить единорогов

Руководители стали забывать, что не обязательно искать суперспецов на стороне, когда можно обучить своих сотрудников.

Тимлидам и HR на заметку: корпоративное обучение в Яндекс Практикуме поможет специалистам прокачать недостающие навыки, вырасти в своей позиции или перейти на новую. 

Курсы Яндекс Практикума покрывают все потребности современного бизнеса, от фронтенда до маркетинга. Это значит минус воронка найма, минус долгие поиски “того самого” специалиста, и плюс к развитию компетенций и росту внутри команды. 

О том, как это работает, рассказали тимлиды Яндекса.

#партнерский_пост",2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_853@05-07-2024_12-28-38.jpg,
,2024-07-05T12:28:38,Рекламы хуйни для нейронки,photos/photo_854@05-07-2024_12-28-38.jpg,
,2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_855@05-07-2024_12-28-39.jpg,
,2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_856@05-07-2024_12-28-39.jpg,
,2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_857@05-07-2024_12-28-39.jpg,
,2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_858@05-07-2024_12-28-39.jpg,
,2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_859@05-07-2024_12-28-39.jpg,
,2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_860@05-07-2024_12-28-39.jpg,
"Купить серверы по-прежнему сложно, но можно перенести приложения на платформу VK Cloud

VK Cloud — безопасная и технологичная платформа с широким набором облачных сервисов для эффективной разработки и работы с данными, которая подойдет любому бизнесу.
 
🔹 Все, что нужно для разработки: виртуальные машины, базы данных, Kubernetes, S3-хранилище, бэкапы, решения для машинного обучения и работы с Big Data.
🔹 Аудит, миграция, мониторинг и другие лучшие практики VK от команды опытных инженеров.
🔹 Комплексная защита веб-сервисов от атак и взломов. 

Зарегистрируйтесь в VK Cloud и получите 3 000 ₽ для тестирования облачных сервисов в течение 60 дней!

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_861@05-07-2024_12-28-39.jpg,
"🏃‍♂️ Закрываем кольца активности не выходя из дома //

Для этого забегаем на Мегамаркет и устраиваем себе мегавыгодный шопинг! В апреле здесь начисляют повышенный кешбэк до 60% бонусами СберСпасибо на бытовую технику и электронику. Можете купить те самые Apple Watch Series 8 за 47 990 рублей и получить 1 440 бонусов. 
А для дополнительной фитнес-мотивации забирайте промокод БАБОЧКА. Он даст вам скидку 2 000 рублей от 11 000 рублей, 5 000 рублей от 30 000 рублей, 9 000 рублей от 50 000 рублей, 12 000 рублей от 75 000 рублей на любой заказ до 30 апреля. 

Подробнее об условиях акции здесь.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_862@05-07-2024_12-28-39.jpg,
"API и SDK от 2ГИС: технологии для вашего бизнеса  

Улучшите свой сервис с API и SDK от 2ГИС: детализированные карты, справочник с миллионами организаций, навигация без пробок и мощные 3D-карты для мобильных приложений.

Выбирая 2ГИС, вы получаете актуальные данные, точность, поддержку и гибкие условия. Попробуйте

#партнерский_пост
ООО ""ДубльГИС""
5405276278",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_863@05-07-2024_12-28-39.jpg,
"Сегодня последний день предзаказа на новый HONOR Magic6 Pro. Это тот самый смартфон, который может заменить вам фотоаппарат благодаря инновационной тройной камере HONOR Falcon с телевиком на целых 180 Мп!

Снаружи – элегантный дизайн, а внутри:

– Функция «Захват движения» на базе технологии AI Motion Sensing, которая распознает людей, спортивные активности и некоторых животных и автоматически снимает лучшие моменты;
–  Кремний-углеродная батарея емкостью 5600 мА·ч и и чип управления питанием обеспечивают стабильную работу при температуре до -20°С; 
–  Ультраяркий экран с защитным покрытием HONOR NanoCrystal Shield и технологии защиты зрения с поддержкой алгоритмов искусственного интеллекта.

Успейте оформить предзаказ на смартфон HONOR Magic6 Pro со скидкой 20 000 рублей и планшетом HONOR Pad 9 в подарок по ссылке.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,,Код дурова видео.mp4
"Сегодня стартовали продажи нового HONOR Magic6 Pro – смартфона с инновационной тройной камерой HONOR Falcon. По камерам:

• функция «Захват движения» на базе технологии AI Motion Sensing использует алгоритмы ИИ для определения движущихся объектов (людей, животных, 10 видов спорта) и автоматического сохранения лучших моментов

• автодиафрагма: смартфон определяет нужное количество света для снимка и предлагает настройки для него

• мощный перископ 180 Мп: отличная детализация даже c большим зумом

Во вчерашнем посте можно узнать еще больше про HONOR Magic6 Pro. До 29 апреля успейте выгодно купить смартфон со скидкой 20 000 рублей и часами HONOR Watch 4 в подарок по ссылке.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_864@05-07-2024_12-28-39.jpg,
"Нет опыта в IT, но дружишь с логикой и алгоритмами? Успей до 20 апреля на тест-драйв своих цифровых навыков на «Цифровом марафоне» Сбера и «Школы 21»! Возможно, именно ты получишь умные девайсы и мерч. 

Тебя ждут онлайн-игра на логику и мягкие навыки, тестирование и возможно даже цифровой диктант, на котором нужно написать код решения. Общее количество заработанных очков определит твоё место в рейтинге, а первой семёрке счастливчиков вручат умные девайсы и мерч от Сбера. Церемонию награждения победителей проведут 28 июня в центральном офисе Сбера в Москве.

Регистрация участников заканчивается совсем скоро. Убедись, что тебе уже есть 18 лет, и скорее жми «Хочу участвовать»!

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,,IMG_1141.MP4
"Умная система блокировки спам-звонков Защитник в подписке МТС Premium. Подключайте подписку, добавляйте в нее до 3х близких бесплатно и пользуйтесь сервисами экосистемы все вместе.

Всего 249 руб/мес, 14 дней бесплатно.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,,MTS_Premium_20s_Защитник_240328 (1).mp4
"Вы знали, что инвестировать в коммерческую недвижимость, которая стоит миллиарды рублей, можно, даже если у вас есть только 30 тысяч?
Да, ведь вы можете приобрести закрытый ПИФ “Современный 8” и стать совладельцем высококлассных складских комплексов с минимальными вложениями. Раньше в такие объекты вкладывался ограниченный круг людей с крупным капиталом. 

Какую недвижимость выбрать? Склады в крупнейших городах, которые арендуют маркетплейсы. Такие компании активно растут и расширяются, у них отличные перспективы бизнеса. Склады арендуют на 5-7 лет, а ставки аренды регулярно индексируют. 
Что это дает? Защита денег от инфляции, выплата дохода от аренды регулярно поступает на карту, востребованная недвижимость с перспективами роста, никаких хлопот с арендаторами и ремонтами. Например, крупнейшая в этом сегменте управляющая компания «Современные Фонды Недвижимости» в 2023 году выплатила пайщикам 17 млрд рублей дохода, а 2022 – более 10 млрд.

А это надежно? Пайщики ЗПИФ недвижимости по закону являются совладельцами недвижимости, а не просто владеют какой-то бумажкой. В выписке из ЕГРН о владении недвижимостью указано, что пайщики являются совладельцами объектов. Фондом управляет лицензированная ЦБ управляющая компания –  Современные фонды недвижимости. Крупнейшая УК по розничным ЗПИФ недвижимости в России.

Как вложиться? Приобрести в СберБанк Онлайн паи фонда «Современный 8». Он приобретает на средства пайщиков высококлассные склады в крупнейших городах страны. Арендаторы – известные маркетплейсы. Особенность – в один фонд приобретаются сразу несколько объектов в разных городах. Это снижает риски пайщика. Плюс все объекты застрахованы в крупнейших страховых компаниях. 

Переходите по ссылке и начинайте инвестировать прямо сейчас!

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_865@05-07-2024_12-28-39.jpg,
"🤔 Как научиться создавать продукты, которыми пользуются миллионы людей? //

Об этом совсем скоро расскажут топ-менеджеры Яндекса во время лектория на факультете компьютерных наук ВШЭ.

В 10 лекциях в честь 10-летия ФКН они поделятся историями о своём пути в ІТ и том, как технологии вдохновляют их на создание нового, а также какие скилы и знания помогают им в создании успешных продуктов. Всего будет три встречи, первая пройдёт уже 24 апреля.

Слушать лекции можно онлайн, в режиме реального времени. Всё бесплатно, нужно только зарегистрироваться. Заполняйте форму и не упустите шанса научиться у лучших.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_866@05-07-2024_12-28-39.jpg,
"На даче пригодится //

Настольная электрическая плитка Indokor — незаменимая вещь для готовки в любых условиях. На Мегамаркете её можно заказать за 62 992 рублей и получить 23 938 бонусов. В апреле на маркетплейсе действует повышенный кешбэк до 60% бонусами СберСпасибо на электронику и бытовую технику. 

Не забывайте о промокоде БАБОЧКА. Он даёт скидку 2 000 рублей от 11 000 рублей, 5 000 рублей от 30 000 рублей, 9 000 рублей от 50 000 рублей, 12 000 рублей от 75 000 рублей на любой заказ до 30 апреля. Подробнее об условиях акции здесь.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_867@05-07-2024_12-28-39.jpg,
"Xiaomi представил новую модель планшета — Xiaomi Pad 6S Pro.

Теперь еще легче реализовывать творческий потенциал и работать эффективнее: в этом поможет большой экран, встроенный AI-помощник, функция разделения главного экрана и сверхчеткий экран, который защищает зрение благодаря внутренним датчикам.

Технические характеристики устройства на высоте: планшет оснащен емким аккумулятором 10 000 мАч, операционной системой HyperOS и 6 динамиками для иммерсивного стереозвука

При покупке Xiaomi Pad 6S Pro в период с 24 апреля по 13 мая в Технопарке, клавиатуру и стилус вы получите в подарок!

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_868@05-07-2024_12-28-39.jpg,
"Как перестать переплачивать за сервисы для коммуникаций и рисковать данными компании?

Иногда кажется, что корпоративный софт — это сложно и дорого. Но если использовать массовые сервисы для коммуникаций, сотрудники будут отвлекаться на личные чаты, а конфиденциальная информация может попасть к посторонним. А если сервис зарубежный, бизнес еще и рискует потерять данные при блокировке. 

VK WorkSpace — коммуникационная платформа для бизнеса от VK. В ней есть корпоративная почта с календарем и адресной книгой, мессенджер, видеоконференции, задачи и диск со встроенным редактором документов.

Что классного в VK WorkSpace:

✅ контакты, письма и файлы из почты и облака можно перенести за один день;

✅ стоимость подключения одного человека — всего 159 рублей в месяц при оплате за год;

✅ в единую подписку уже включен весь функционал;

✅ можно пользоваться с компьютера, планшета и смартфона;

✅ интуитивно понятный интерфейс — сотрудники сразу разберутся, что к чему;

✅ надежный и стабильный производитель софта, который входит в реестр российского ПО.

Оставляйте заявку на сайте и пользуйтесь всеми преимуществами сервисов от VK WorkSpace →

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_869@05-07-2024_12-28-39.jpg,
"Встречайте новый Битрикс24 🚀

Ещё больше возможностей для бизнеса и совместной работы:
- Новый мессенджер, где только работа и коллеги, без отвлечений. Ведите каналы, делитесь важным, общайтесь в тредах.
- Синки: стильные видеозвонки на 100 человек для моментальной связи без ссылок-приглашений.
- CoТворчество вместе с CoPilot: добавьте коллег в групповой чат с ИИ-помощником. Выбирайте роли — от креативного писателя или юриста до психолога или даже таролога. Креативьте вместе!
- Потоки в задачах: выявляйте слабые места в процессах и рабочих сценариях. Визуализируйте и оптимизируйте их.
- КЭДО + Госключ: подписывайте кадровые документы без бумаги и визита в офис.
- А ещё Цифровые рабочие места, Чекины на рабочем месте и BI-аналитика.

Забирайте новинки в свой бизнес!

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_870@05-07-2024_12-28-39.jpg,
"МТС запускает своё цифровое пространство! 

МТС Verse — это шесть интерактивных локаций с игровыми квестами, розыгрыши призов и принципиально новый формат взаимодействия с брендом. 

Исследуй диджитал-вселенную в числе первых: проходи испытания, зарабатывай коины и получай бонусы от МТС. Никаких приложений и лишних сложностей — достаточно перейти по ссылке для полного погружения

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,,10mb_h15_mtsverse_1920-1080.mp4
"ПАК на подходе

Российский ИТ-разработчик «Базис» объявил на ЦИПР-2024 о предстоящей разработке экосистемы цифровых рабочих пространств в партнерстве с производителем оборудования Fplus.

Технология виртуальных рабочих мест — фундамент привычной всем удаленки. Пользователи будущей экосистемы смогут получать удаленный доступ к виртуальным рабочим местам от «Базис» на российских ноутбуках и смартфонах производства Fplus.

Сотрудничество повысит информационную безопасность на рабочих местах и даст заказчикам из госсектора и крупного бизнеса весь технологический стек для комплексной работы.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_871@05-07-2024_12-28-39.jpg,
"Яндекс поддерживает исследователей, которые занимаются искусственным интеллектом 👾

Компания проводит международную научную премию Yandex ML Prize уже в шестой раз. Её вручают за достижения в области компьютерного зрения, машинного перевода, распознавания и синтеза речи, анализа данных, генеративных моделей.

В экспертном совете премии — ведущие российские исследователи в сфере ИИ, в том числе эксперты Yandex Research, Яндекс Погоды, Школы анализа данных. Многие сервисы компании основаны на технологиях машинного обучения, поэтому Яндекс готов поделиться своей экспертизой, поддержать молодых учёных и помочь им остаться в науке.

Лауреаты-исследователи получат по 500 тысяч рублей, научные руководители и преподаватели — по 1 миллиону. А ещё — гранты от Yandex Cloud для облачных вычислений на платформе, обработки экспериментов и обучения ML-моделей. Заявки принимаются до 21 июня, а победители будут объявлены осенью.

#партнерский_пост",2024-07-05T12:28:39,Рекламы хуйни для нейронки,photos/photo_872@05-07-2024_12-28-39.jpg,
